"","timedelta","n_tokens_title","n_tokens_content","n_unique_tokens","n_non_stop_words","n_non_stop_unique_tokens","num_hrefs","num_self_hrefs","num_imgs","num_videos","average_token_length","num_keywords","data_channel_is_lifestyle","data_channel_is_entertainment","data_channel_is_bus","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_min_min","kw_max_min","kw_avg_min","kw_min_max","kw_max_max","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_monday","weekday_is_tuesday","weekday_is_wednesday","weekday_is_thursday","weekday_is_friday","weekday_is_saturday","weekday_is_sunday","is_weekend","LDA_00","LDA_01","LDA_02","LDA_03","LDA_04","global_subjectivity","global_sentiment_polarity","global_rate_positive_words","global_rate_negative_words","rate_positive_words","rate_negative_words","avg_positive_polarity","min_positive_polarity","max_positive_polarity","avg_negative_polarity","min_negative_polarity","max_negative_polarity","title_subjectivity","title_sentiment_polarity","abs_title_subjectivity","abs_title_sentiment_polarity","shares"
"data_channel_is_lifestyle","","","","","","","","","","","","","100","-11.0031753323894","-10.2368360977342","","-11.2763309066849","-12.2848845576922","","","","","","-13.2090947760538","","","","","","","","","","","","","","","","","-11.6151728011143","","24.5651605987772","","","","","","","","","","","","","","","","",""
"data_channel_is_entertainment","","","","","","","","","","","","","","100","-20.1476061830435","-11.6100967095197","-22.1934855778197","-24.1784682014512","","","","","","","","","","","","","","","","","","","","","-21.0171200272367","59.9383772465526","-20.8064109957371","20.9070076055733","-27.4859273917924","","","","10.4972938644415","","","","","","-12.6114105569426","-10.5423786154444","","","","","",""
"data_channel_is_bus","","","","","","","","","","","","","","","100","-10.8014871620143","-20.647773704814","-22.4945080484131","","","","","","18.0032359445427","","","","","","","","","","","","","","","77.4650522037658","-12.6784872185976","-20.791695619708","-23.1179326536718","-16.9242871127447","","","","","12.6455719002393","","","","","","","","","","","",""
"data_channel_is_socmed","","","","","","","","","","","","","","","","100","-11.8983192033465","-12.9625034111965","","","","","","","","","","","","","","","","","","","","","19.5646172338501","","","","","","","10.1027728376879","","","","","","","","","","","","","",""
"data_channel_is_tech","","","","","","","","","","","","","","","","","100","-24.7787025126968","","","","","","-16.1674723214968","","","-14.0957652267345","","","","","","","","","","","","-20.0415937212882","-16.5020299043354","-17.9418527768787","-26.1583378642697","74.9737121387423","","13.0174209797863","","","16.1502782343209","-11.4082362716067","","","","11.4833658297349","11.6122478518273","","","","","",""
"data_channel_is_world","","","","","","","","","","","","","","","","","","100","","","","","","-11.836781805841","-12.9712610135374","","-24.0883197739506","","","","","","","","","","","","-23.3284025669725","-20.5844198001529","83.6618275659384","-26.6377224807882","-17.5768554512728","-17.9194493732213","-22.9193544978471","-24.722734367468","","-16.0559680064156","19.2847713259963","-14.5499614981085","","-12.1109102227374","","","","","","","",""
"kw_min_min","","","","","","","","","","","","","","","","","","","100","","11.2828798102793","","-85.7226224642964","-50.2718613797267","-13.7094181714956","","-18.401835480523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kw_max_min","","","","","","","","","","","","","","","","","","","","100","94.0528663529177","","","","","59.0467700565967","41.1260791555852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kw_avg_min","","","","","","","","","","","","","","","","","","","","","100","","-10.6933270390332","-12.9136457346792","","54.5685625168565","38.4317381897493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kw_min_max","","","","","","","","","","","","","","","","","","","","","","100","","41.1493499205153","35.3098941881289","","17.2241988556704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kw_max_max","","","","","","","","","","","","","","","","","","","","","","","100","56.3352702363562","15.8726821860322","","22.699839382467","","","","","","","","","","","","","","","","","","","-10.7378293187635","","","","","","","","","","","","","",""
"kw_avg_max","","","","","","","","","","","","","","","","","","","","","","","","100","40.7676587222226","13.952988217093","42.7308061137269","","","","","","","","","","","","11.5241991967047","","-11.9866950425112","29.5962803556654","-22.9507366254753","","","-11.0572703318086","","-15.2927102637732","","","","","","","","","","","",""
"kw_min_avg","","","","","","","","","","","","","","","","","","","","","","","","","100","","45.1568690465967","","","","","","","","","","","","","","-12.5098237137104","18.1154721848517","","","","","","","","","","","","","","","","","",""
"kw_max_avg","","","","","","","","","","","","","","","","","","","","","","","","","","100","81.1864395101086","","18.6754022885961","16.0416710508925","","","","","","","","","","","-10.1258870506561","19.7377945684204","","","","","","","","","","","","","","","","","",""
"kw_avg_avg","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","18.3228528190429","16.8581318550442","","","","","","","","","","","-27.166803918544","43.6097225895459","-15.3512680394602","","","","","-10.084270933682","","","","","","","","","","","","11.0412862709545"
"self_reference_min_shares","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","48.0475945539933","81.8907125267289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"self_reference_max_shares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","85.3480228662779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"self_reference_avg_sharess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_monday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-21.5107259751222","-21.5911863215729","-21.2904047037781","-18.4172612178618","-11.5412935032938","-12.2379215743592","-17.441687204396","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_tuesday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-22.9975882524949","-22.677214388042","-19.6169207156456","-12.2930677331402","-13.0350726098006","-18.5777999773328","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_wednesday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-22.7620379559825","-19.6902973296615","-12.3390496535038","-13.0838299813281","-18.6472897855428","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_thursday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-19.4159965387059","-12.1671573238487","-12.9015622962586","-18.387518881543","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_friday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-10.5251975164369","-11.1604944215338","-15.9061202969828","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_saturday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","66.1707400668497","","","","","","","","","","","","","","","","","","","","","",""
"weekday_is_sunday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","70.1647806828847","","","","","","","","","","","","","","","","","","","","","",""
"is_weekend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","",""
"LDA_00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-17.9342203892684","-25.5554694002279","-27.4588327736283","-24.3425885732966","","10.7099253563131","14.6931571707317","","16.1733488869971","-11.3681984599941","","-10.4009987833902","","","","","","","","",""
"LDA_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-23.1719911148791","-12.1659952080665","-24.6338744624181","","","","","","","","","","-10.2899816886286","","","","","","",""
"LDA_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-32.8642055336561","-23.1682635517233","-17.8581886175523","-21.8712975178768","-22.9627362927093","","-13.9792162647822","18.9376310289462","-13.8262622994733","","-10.9330514849034","","","","","","","",""
"LDA_03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-35.7930071941092","","","","","-16.9001314379811","","","10.8754589239532","","-11.4381023076138","","","12.9062188583315","","","12.2119966682651",""
"LDA_04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","13.7367752378129","","","17.2580192999565","-10.9480436568491","","","","12.0065682451074","10.4232995808869","","","","","",""
"global_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","33.9436273838969","46.7063182216383","25.3181438384233","48.748142982881","13.2940185685061","63.1748695303391","24.3983894656366","51.8772618316347","-44.318678502944","-35.0070303041909","-22.3190884250921","11.4122777732436","","","",""
"global_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","57.0666881505499","-47.1982343361305","72.7827389660969","-65.0717401720648","49.670393602424","","43.0892570486639","22.9763906678483","28.5377849906106","","","23.8266232770096","","",""
"global_rate_positive_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","10.6538377601698","62.8626101721254","-33.0125252386802","33.1326355110784","-10.709320708489","47.3331100760586","-13.1793550946013","-11.5421621848468","","10.9938113500619","13.6469134623636","-13.7287944617144","10.3390626290748",""
"global_rate_negative_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-39.8689108253939","77.9555615064974","19.2985259804385","","18.292779621107","-35.224207578363","-47.8498533177918","","","-13.8151591142153","","",""
"rate_positive_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-53.0962147119042","41.2733310962366","","45.1048221258168","","","-19.916165676633","","14.4466991365957","","",""
"rate_negative_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","14.5688887595427","19.4568475850591","","-34.6946932811566","-45.2521955324938","","","-18.5787073482341","","",""
"avg_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","45.6972697366323","70.3558133580971","-27.5704996277653","-23.2208996030985","-13.9768477070843","","","","10.1191070366381",""
"min_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","-18.3996767284615","","","","",""
"max_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-26.8783910949738","-36.0870618487297","","","","","",""
"avg_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","74.8896177849899","58.0108327508477","","","","",""
"min_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","",""
"max_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","",""
"title_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","23.212965576802","-48.7172305293503","71.4527589349791",""
"title_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-24.0112145850018","41.0205255838569",""
"abs_title_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","-40.0271786824504",""
"abs_title_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100",""
"shares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100"
