"","row","column","cor","p"
"86","num_self_hrefs","data_channel_is_entertainment",0.0245940238237381,9.70866146587923e-07
"87","num_imgs","data_channel_is_entertainment",0.099326878786087,0
"88","num_videos","data_channel_is_entertainment",0.146815598011017,0
"89","average_token_length","data_channel_is_entertainment",-0.0393628887832165,4.44089209850063e-15
"90","num_keywords","data_channel_is_entertainment",-0.0728515833616257,0
"91","data_channel_is_lifestyle","data_channel_is_entertainment",-0.110031753778458,0
"92","timedelta","data_channel_is_bus",0.0557882264256477,0
"93","n_tokens_title","data_channel_is_bus",-0.023902103304863,1.93948069493466e-06
"94","n_tokens_content","data_channel_is_bus",-0.00610533123835921,0.22413986603319
"95","n_unique_tokens","data_channel_is_bus",-0.00026402372168377,0.958076447534069
"96","n_non_stop_words","data_channel_is_bus",-1.19067917694338e-05,0.998108486466143
"97","n_non_stop_unique_tokens","data_channel_is_bus",0.0018403350841254,0.714056014594852
"98","num_hrefs","data_channel_is_bus",-0.0583601891994476,0
"99","num_self_hrefs","data_channel_is_bus",-0.0551044791936874,0
"100","num_imgs","data_channel_is_bus",-0.142542406916618,0
"101","num_videos","data_channel_is_bus",-0.0646510794758797,0
"102","average_token_length","data_channel_is_bus",0.0716711133718491,0
"103","num_keywords","data_channel_is_bus",-0.166491538286209,0
"104","data_channel_is_lifestyle","data_channel_is_bus",-0.102368362247944,0
"105","data_channel_is_entertainment","data_channel_is_bus",-0.201476067304611,0
"106","timedelta","data_channel_is_socmed",0.0762868076562881,0
"107","n_tokens_title","data_channel_is_socmed",-0.0903939381241798,0
"108","n_tokens_content","data_channel_is_socmed",0.0334237031638622,2.8027802301267e-11
"109","n_unique_tokens","data_channel_is_socmed",-0.000944671628531069,0.850809392298715
"110","n_non_stop_words","data_channel_is_socmed",-7.79439797042869e-05,0.987618300871548
"111","n_non_stop_unique_tokens","data_channel_is_socmed",-0.000525895098689944,0.916608598795908
"112","num_hrefs","data_channel_is_socmed",0.050469845533371,0
"113","num_self_hrefs","data_channel_is_socmed",0.0921259820461273,0
"114","num_imgs","data_channel_is_socmed",-0.00762635702267289,0.12890276431577
"115","num_videos","data_channel_is_socmed",-0.0080384723842144,0.109487787572818
"116","average_token_length","data_channel_is_socmed",0.0249200351536274,6.96300189950705e-07
"117","num_keywords","data_channel_is_socmed",-0.087748609483242,0
"118","data_channel_is_lifestyle","data_channel_is_socmed",-0.0589899644255638,0
"119","data_channel_is_entertainment","data_channel_is_socmed",-0.116100966930389,0
"120","data_channel_is_bus","data_channel_is_socmed",-0.10801487416029,0
"121","timedelta","data_channel_is_tech",0.0832765102386475,0
"122","n_tokens_title","data_channel_is_tech",-0.0467163175344467,0
"123","n_tokens_content","data_channel_is_tech",0.0254084635525942,4.19947681518096e-07
"124","n_unique_tokens","data_channel_is_tech",-0.00232769758440554,0.643042383638139
"125","n_non_stop_words","data_channel_is_tech",6.13311058259569e-05,0.990257170466101
"126","n_non_stop_unique_tokens","data_channel_is_tech",-0.000920801889151335,0.854536514957475
"127","num_hrefs","data_channel_is_tech",-0.0617342032492161,0
"128","num_self_hrefs","data_channel_is_tech",0.166668117046356,0
"129","num_imgs","data_channel_is_tech",-0.00629164511337876,0.210318604462135
"130","num_videos","data_channel_is_tech",-0.0931916087865829,0
"131","average_token_length","data_channel_is_tech",0.0191381387412548,0.000138525889698649
"132","num_keywords","data_channel_is_tech",0.137935847043991,0
"133","data_channel_is_lifestyle","data_channel_is_tech",-0.112763307988644,0
"134","data_channel_is_entertainment","data_channel_is_tech",-0.221934854984283,0
"135","data_channel_is_bus","data_channel_is_tech",-0.206477731466293,0
"136","data_channel_is_socmed","data_channel_is_tech",-0.118983194231987,0
"137","timedelta","data_channel_is_world",-0.170249626040459,0
"138","n_tokens_title","data_channel_is_world",0.0492229051887989,0
"139","n_tokens_content","data_channel_is_world",0.0559892542660236,0
"140","n_unique_tokens","data_channel_is_world",-0.00553505588322878,0.270440952860525
"141","n_non_stop_words","data_channel_is_world",-0.00270184921100736,0.590615819928242
"142","n_non_stop_unique_tokens","data_channel_is_world",-0.00380064896307886,0.449218512727802
"143","num_hrefs","data_channel_is_world",-0.0315669775009155,3.24480442515096e-10
"144","num_self_hrefs","data_channel_is_world",-0.118836708366871,0
"145","num_imgs","data_channel_is_world",-0.106480181217194,0
"146","num_videos","data_channel_is_world",-0.0885797515511513,0
"147","average_token_length","data_channel_is_world",0.0799180045723915,0
"148","num_keywords","data_channel_is_world",0.0179341472685337,0.000355611438850989
"149","data_channel_is_lifestyle","data_channel_is_world",-0.122848846018314,0
"150","data_channel_is_entertainment","data_channel_is_world",-0.241784676909447,0
"151","data_channel_is_bus","data_channel_is_world",-0.224945083260536,0
"152","data_channel_is_socmed","data_channel_is_world",-0.129625037312508,0
"153","data_channel_is_tech","data_channel_is_world",-0.247787028551102,0
"154","timedelta","kw_min_min",0.591198801994324,0
"155","n_tokens_title","kw_min_min",-0.110672332346439,0
"156","n_tokens_content","kw_min_min",-0.0543454103171825,0
"157","n_unique_tokens","kw_min_min",0.00160127447452396,0.749865493415071
"158","n_non_stop_words","kw_min_min",-0.000352272705640644,0.94408373534718
"159","n_non_stop_unique_tokens","kw_min_min",0.00200118287466466,0.690306336935959
"160","num_hrefs","kw_min_min",-0.0432630255818367,0
"161","num_self_hrefs","kw_min_min",-0.0128957219421864,0.0102385358290689
"162","num_imgs","kw_min_min",-0.0438402034342289,0
"163","num_videos","kw_min_min",0.0147128561511636,0.00339492846099199
"164","average_token_length","kw_min_min",0.0336507596075535,2.05835348765504e-11
"165","num_keywords","kw_min_min",0.00106783106457442,0.831633451856456
"166","data_channel_is_lifestyle","kw_min_min",0.0491626150906086,0
"167","data_channel_is_entertainment","kw_min_min",-0.0345979481935501,5.55688828285383e-12
"168","data_channel_is_bus","kw_min_min",0.0196401104331017,9.20072302181829e-05
"169","data_channel_is_socmed","kw_min_min",0.0402016527950764,1.33226762955019e-15
"170","data_channel_is_tech","kw_min_min",0.0264948066323996,1.3197071746518e-07
"171","data_channel_is_world","kw_min_min",-0.0771382674574852,0
"172","timedelta","kw_max_min",0.0295029301196337,4.21916879211892e-09
"173","n_tokens_title","kw_max_min",-0.00588973611593246,0.240929435566632
"174","n_tokens_content","kw_max_min",6.63224054733291e-05,0.989464315666021
"175","n_unique_tokens","kw_max_min",-0.00055192579748109,0.912497096323866
"176","n_non_stop_words","kw_max_min",-0.000594952376559377,0.905706309269706
"177","n_non_stop_unique_tokens","kw_max_min",-0.00061521923635155,0.902509993039387
"178","num_hrefs","kw_max_min",0.0128439124673605,0.0105472822464228
"179","num_self_hrefs","kw_max_min",-0.00123252556659281,0.806148223852795
"180","num_imgs","kw_max_min",0.00189432455226779,0.706052000009652
"181","num_videos","kw_max_min",0.00286039640195668,0.569009377327593
"182","average_token_length","kw_max_min",-0.00231847353279591,0.644359072493247
"183","num_keywords","kw_max_min",0.0774999633431435,0
"184","data_channel_is_lifestyle","kw_max_min",0.0278929527848959,2.78222900274017e-08
"185","data_channel_is_entertainment","kw_max_min",-0.011824632063508,0.0185532819742074
"186","data_channel_is_bus","kw_max_min",-0.0125379916280508,0.0125449020335109
"187","data_channel_is_socmed","kw_max_min",0.00258734449744225,0.606451255469614
"188","data_channel_is_tech","kw_max_min",8.02376889623702e-05,0.98725396693975
"189","data_channel_is_world","kw_max_min",-0.0156127605587244,0.00187901516413191
"190","kw_min_min","kw_max_min",0.0115335891023278,0.0216510817384157
"191","timedelta","kw_avg_min",0.133224785327911,0
"192","n_tokens_title","kw_avg_min",-0.0314001180231571,4.01715327669194e-10
"193","n_tokens_content","kw_avg_min",-0.00354509567841887,0.480289565446344
"194","n_unique_tokens","kw_avg_min",-0.000825648254249245,0.869425689119907
"195","n_non_stop_words","kw_avg_min",-0.000891711621079594,0.859083177330939
"196","n_non_stop_unique_tokens","kw_avg_min",-0.000643996929284185,0.897974146667992
"197","num_hrefs","kw_avg_min",0.0083070257678628,0.0981332508865922
"198","num_self_hrefs","kw_avg_min",-0.0012862915173173,0.797871324151042
"199","num_imgs","kw_avg_min",-0.00534001225605607,0.287685244528321
"200","num_videos","kw_avg_min",-0.00653637386858463,0.193115667417506
"201","average_token_length","kw_avg_min",0.0117357727140188,0.0194551453046565
"202","num_keywords","kw_avg_min",0.075124554336071,0
"203","data_channel_is_lifestyle","kw_avg_min",0.0373829565942287,9.63673585374636e-14
"204","data_channel_is_entertainment","kw_avg_min",-0.0195032600313425,0.00010296259647502
"205","data_channel_is_bus","kw_avg_min",0.00247642141766846,0.621969803483861
"206","data_channel_is_socmed","kw_avg_min",0.0299632679671049,2.41539632739318e-09
"207","data_channel_is_tech","kw_avg_min",0.00411740830168128,0.412337770194442
"208","data_channel_is_world","kw_avg_min",-0.0364709123969078,3.76143560743003e-13
"209","kw_min_min","kw_avg_min",0.112828798592091,0
"210","kw_max_min","kw_avg_min",0.940528690814972,0
"211","timedelta","kw_min_max",-0.076590321958065,0
"212","n_tokens_title","kw_min_max",0.0129256518557668,0.0100638651006335
"213","n_tokens_content","kw_min_max",-0.0227860771119595,5.69691722041021e-06
"214","n_unique_tokens","kw_min_max",0.000577202124986798,0.90850698453339
"215","n_non_stop_words","kw_min_max",-0.0005534264491871,0.912260141381945
"216","n_non_stop_unique_tokens","kw_min_max",-8.93463584361598e-05,0.98580716827906
"217","num_hrefs","kw_min_max",-0.0201496556401253,6.0145649319221e-05
"218","num_self_hrefs","kw_min_max",-0.0259041879326105,2.49023541787352e-07
"219","num_imgs","kw_min_max",-0.000528493314050138,0.916198113251934
"220","num_videos","kw_min_max",0.0434157103300095,0
"221","average_token_length","kw_min_max",-0.0423677340149879,0
"222","num_keywords","kw_min_max",-0.278041630983353,0
"223","data_channel_is_lifestyle","kw_min_max",-0.0257895458489656,2.81249235678516e-07
"224","data_channel_is_entertainment","kw_min_max",-0.00265648658387363,0.596866486641812
"225","data_channel_is_bus","kw_min_max",0.0496383458375931,0
"226","data_channel_is_socmed","kw_min_max",0.0594616420567036,0
"227","data_channel_is_tech","kw_min_max",-0.0542993806302547,0
"228","data_channel_is_world","kw_min_max",-0.060265488922596,0
"229","kw_min_min","kw_min_max",-0.0624334327876568,0
"230","kw_max_min","kw_min_max",-0.0364747792482376,3.74145159298678e-13
"231","kw_avg_min","kw_min_max",-0.0629577189683914,0
"232","timedelta","kw_max_max",-0.637823939323425,0
"233","n_tokens_title","kw_max_max",0.12084075063467,0
"234","n_tokens_content","kw_max_max",0.0588596388697624,0
"235","n_unique_tokens","kw_max_max",-0.00162425742018968,0.746397872361106
"236","n_non_stop_words","kw_max_max",0.000394021306419745,0.937469840967964
"237","n_non_stop_unique_tokens","kw_max_max",-0.00203202804550529,0.685785730935319
"238","num_hrefs","kw_max_max",0.0512651614844799,0
"239","num_self_hrefs","kw_max_max",0.00256749335676432,0.609215766634597
"240","num_imgs","kw_max_max",0.0513365492224693,0
"241","num_videos","kw_max_max",-0.00565845519304276,0.259904341754488
"242","average_token_length","kw_max_max",-0.0376374199986458,6.57252030578093e-14
"243","num_keywords","kw_max_max",0.00852127652615309,0.0897663086307077
"244","data_channel_is_lifestyle","kw_max_max",-0.0531299151480198,0
"245","data_channel_is_entertainment","kw_max_max",0.0317985787987709,2.40824249431171e-10
"246","data_channel_is_bus","kw_max_max",-0.0192013494670391,0.00013163766060198
"247","data_channel_is_socmed","kw_max_max",-0.0394130535423756,3.99680288865056e-15
"248","data_channel_is_tech","kw_max_max",-0.0339715369045734,1.32625022075672e-11
"249","data_channel_is_world","kw_max_max",0.0811072513461113,0
"250","kw_min_min","kw_max_max",-0.857226252555847,0
"251","kw_max_min","kw_max_max",-0.00542467087507248,0.280111313994444
"252","kw_avg_min","kw_max_max",-0.106933273375034,0
"253","kw_min_max","kw_max_max",0.0658661797642708,0
"254","timedelta","kw_avg_max",-0.493093371391296,0
"255","n_tokens_title","kw_avg_max",0.115745842456818,0
"256","n_tokens_content","kw_avg_max",-0.0964603498578072,0
"257","n_unique_tokens","kw_avg_max",0.000804915966000408,0.872676117625933
"258","n_non_stop_words","kw_avg_max",-0.00293892459012568,0.55844938805729
"259","n_non_stop_unique_tokens","kw_avg_max",-0.00200580689124763,0.689627941217372
"260","num_hrefs","kw_avg_max",-0.0192686002701521,0.000124664205713554
"261","num_self_hrefs","kw_avg_max",-0.0647471398115158,0
"262","num_imgs","kw_avg_max",0.00221738335676491,0.658861620732605
"263","num_videos","kw_avg_max",0.136227816343307,0
"264","average_token_length","kw_avg_max",-0.157418876886368,0
"265","num_keywords","kw_avg_max",-0.332221060991287,0
"266","data_channel_is_lifestyle","kw_avg_max",-0.13209094107151,0
"267","data_channel_is_entertainment","kw_avg_max",-0.0526616163551807,0
"268","data_channel_is_bus","kw_avg_max",0.180032357573509,0
"269","data_channel_is_socmed","kw_avg_max",-0.0605437010526657,0
"270","data_channel_is_tech","kw_avg_max",-0.161674723029137,0
"271","data_channel_is_world","kw_avg_max",-0.118367820978165,0
"272","kw_min_min","kw_avg_max",-0.50271862745285,0
"273","kw_max_min","kw_avg_max",-0.0349364504218102,3.45057316053499e-12
"274","kw_avg_min","kw_avg_max",-0.129136458039284,0
"275","kw_min_max","kw_avg_max",0.411493510007858,0
"276","kw_max_max","kw_avg_max",0.563352704048157,0
"277","timedelta","kw_min_avg",-0.157203555107117,0
"278","n_tokens_title","kw_min_avg",-0.00237047718837857,0.636950501348912
"279","n_tokens_content","kw_min_avg",-0.0222858525812626,9.09239774915527e-06
"280","n_unique_tokens","kw_min_avg",0.0045629208907485,0.363619297173645
"281","n_non_stop_words","kw_min_avg",0.00328406132757664,0.513199387987686
"282","n_non_stop_unique_tokens","kw_min_avg",0.00250979932025075,0.617281979918061
"283","num_hrefs","kw_min_avg",0.0589195564389229,0
"284","num_self_hrefs","kw_min_avg",0.0392394922673702,5.32907051820075e-15
"285","num_imgs","kw_min_avg",0.0810290575027466,0
"286","num_videos","kw_min_avg",0.0588658861815929,0
"287","average_token_length","kw_min_avg",-0.076706200838089,0
"288","num_keywords","kw_min_avg",-0.272042065858841,0
"289","data_channel_is_lifestyle","kw_min_avg",-0.0100451475009322,0.0454941385191723
"290","data_channel_is_entertainment","kw_min_avg",0.00583658553659916,0.245201268392661
"291","data_channel_is_bus","kw_min_avg",-0.00332033634185791,0.508556815941971
"292","data_channel_is_socmed","kw_min_avg",0.0442311652004719,0
"293","data_channel_is_tech","kw_min_avg",-0.0505304075777531,0
"294","data_channel_is_world","kw_min_avg",-0.129712611436844,0
"295","kw_min_min","kw_min_avg",-0.137094184756279,0
"296","kw_max_min","kw_min_avg",0.00707865552976727,0.158719809205952
"297","kw_avg_min","kw_min_avg",-0.0212954208254814,2.23086031523323e-05
"298","kw_min_max","kw_min_avg",0.353098928928375,0
"299","kw_max_max","kw_min_avg",0.158726826310158,0
"300","kw_avg_max","kw_min_avg",0.407676577568054,0
"301","timedelta","kw_max_avg",-0.0518204756081104,0
"302","n_tokens_title","kw_max_avg",0.00691759260371327,0.168412978506969
"303","n_tokens_content","kw_max_avg",-0.0304964445531368,1.2530223525431e-09
"304","n_unique_tokens","kw_max_avg",-0.00211978424340487,0.672986193840127
"305","n_non_stop_words","kw_max_avg",-0.00340803037397563,0.497425109687342
"306","n_non_stop_unique_tokens","kw_max_avg",-0.00369384256191552,0.462063676133035
"307","num_hrefs","kw_max_avg",0.069691963493824,0
"308","num_self_hrefs","kw_max_avg",-0.0136286932975054,0.00665519639014756
"309","num_imgs","kw_max_avg",0.0643736943602562,0
"310","num_videos","kw_max_avg",0.0450024791061878,0
"311","average_token_length","kw_max_avg",-0.04639732837677,0
"312","num_keywords","kw_max_avg",0.114036127924919,0
"313","data_channel_is_lifestyle","kw_max_avg",0.0391696654260159,6.21724893790088e-15
"314","data_channel_is_entertainment","kw_max_avg",-0.00154717196710408,0.758048240239701
"315","data_channel_is_bus","kw_max_avg",-0.0278582684695721,2.89441808298818e-08
"316","data_channel_is_socmed","kw_max_avg",-0.0100764725357294,0.0448248821937405
"317","data_channel_is_tech","kw_max_avg",-0.0839150324463844,0
"318","data_channel_is_world","kw_max_avg",-0.0776762738823891,0
"319","kw_min_min","kw_max_avg",-0.0735630840063095,0
"320","kw_max_min","kw_max_avg",0.590467691421509,0
"321","kw_avg_min","kw_max_avg",0.545685648918152,0
"322","kw_min_max","kw_max_avg",0.028393741697073,1.56407014006987e-08
"323","kw_max_max","kw_max_avg",0.0926578566431999,0
"324","kw_avg_max","kw_max_avg",0.139529883861542,0
"325","kw_min_avg","kw_max_avg",0.0930303931236267,0
"326","timedelta","kw_avg_avg",-0.163163647055626,0
"327","n_tokens_title","kw_avg_avg",0.00429621757939458,0.39233621217119
"328","n_tokens_content","kw_avg_avg",-0.0796235576272011,0
"329","n_unique_tokens","kw_avg_avg",-0.00208277511410415,0.678372819140816
"330","n_non_stop_words","kw_avg_avg",-0.00541525287553668,0.280947128478297
"331","n_non_stop_unique_tokens","kw_avg_avg",-0.00594367925077677,0.236647769614353
"332","num_hrefs","kw_avg_avg",0.121418632566929,0
"333","num_self_hrefs","kw_avg_avg",-0.0156153375282884,0.00187575439584542
"334","num_imgs","kw_avg_avg",0.145235523581505,0
"335","num_videos","kw_avg_avg",0.10681539773941,0
"336","average_token_length","kw_avg_avg",-0.136393159627914,0
"337","num_keywords","kw_avg_avg",0.0237829796969891,2.18082664105168e-06
"338","data_channel_is_lifestyle","kw_avg_avg",0.0507331527769566,0
"339","data_channel_is_entertainment","kw_avg_avg",0.00707547413185239,0.158907095560643
"340","data_channel_is_bus","kw_avg_avg",-0.060458455234766,0
"341","data_channel_is_socmed","kw_avg_avg",0.0166302938014269,0.000928472393085578
"342","data_channel_is_tech","kw_avg_avg",-0.140957653522491,0
"343","data_channel_is_world","kw_avg_avg",-0.240883201360703,0
"344","kw_min_min","kw_avg_avg",-0.184018358588219,0
"345","kw_max_min","kw_avg_avg",0.411260783672333,0
"346","kw_avg_min","kw_avg_avg",0.384317368268967,0
"347","kw_min_max","kw_avg_avg",0.172241985797882,0
"348","kw_max_max","kw_avg_avg",0.226998388767242,0
"349","kw_avg_max","kw_avg_avg",0.427308052778244,0
"350","kw_min_avg","kw_avg_avg",0.451568692922592,0
"351","kw_max_avg","kw_avg_avg",0.811864376068115,0
"352","timedelta","self_reference_min_shares",-0.0114377504214644,0.0227653087041815
"353","n_tokens_title","self_reference_min_shares",-0.00456331623718143,0.363577729019015
"354","n_tokens_content","self_reference_min_shares",-0.0306857619434595,9.89917925409145e-10
"355","n_unique_tokens","self_reference_min_shares",0.00103597773704678,0.836583902605079
"356","n_non_stop_words","self_reference_min_shares",0.000338937708875164,0.946197125880655
"357","n_non_stop_unique_tokens","self_reference_min_shares",0.000988860032521188,0.843918475896192
"358","num_hrefs","self_reference_min_shares",-0.00480379909276962,0.33884481208606
"359","num_self_hrefs","self_reference_min_shares",-0.0312289707362652,4.99508434614881e-10
"360","num_imgs","self_reference_min_shares",0.00714180059731007,0.15503699052881
"361","num_videos","self_reference_min_shares",-0.00307511002756655,0.540364967732509
"362","average_token_length","self_reference_min_shares",0.0317214652895927,2.66020538930434e-10
"363","num_keywords","self_reference_min_shares",-0.00528964539989829,0.292256242899549
"364","data_channel_is_lifestyle","self_reference_min_shares",0.00684509519487619,0.172918353556332
"365","data_channel_is_entertainment","self_reference_min_shares",-0.0305521935224533,1.16917475700973e-09
"366","data_channel_is_bus","self_reference_min_shares",-0.0091330399736762,0.0689966030798135
"367","data_channel_is_socmed","self_reference_min_shares",0.0164955072104931,0.00102160772813864
"368","data_channel_is_tech","self_reference_min_shares",0.0102668730542064,0.0409331921558134
"369","data_channel_is_world","self_reference_min_shares",-0.0315886028110981,3.15599546496514e-10
"370","kw_min_min","self_reference_min_shares",-0.0253471732139587,4.47682675819294e-07
"371","kw_max_min","self_reference_min_shares",0.012506959028542,0.0127651614150328
"372","kw_avg_min","self_reference_min_shares",0.0123802786692977,0.0137002011813527
"373","kw_min_max","self_reference_min_shares",0.0165779180824757,0.000963686893803661
"374","kw_max_max","self_reference_min_shares",0.0318183526396751,2.34748442906607e-10
"375","kw_avg_max","self_reference_min_shares",0.0533358156681061,0
"376","kw_min_avg","self_reference_min_shares",0.0354322604835033,1.70330416437992e-12
"377","kw_max_avg","self_reference_min_shares",0.0806389003992081,0
"378","kw_avg_avg","self_reference_min_shares",0.099915586411953,0
"379","timedelta","self_reference_max_shares",-0.0145014449954033,0.00388421988310483
"380","n_tokens_title","self_reference_max_shares",0.000128073341329582,0.979656448165274
"381","n_tokens_content","self_reference_max_shares",0.0256574265658855,3.23390314527217e-07
"382","n_unique_tokens","self_reference_max_shares",-0.00022238350356929,0.964683651699373
"383","n_non_stop_words","self_reference_max_shares",0.000169960883795284,0.973005132169983
"384","n_non_stop_unique_tokens","self_reference_max_shares",-7.70020997151732e-05,0.987767910314726
"385","num_hrefs","self_reference_max_shares",0.0803941860795021,0
"386","num_self_hrefs","self_reference_max_shares",0.130187153816223,0
"387","num_imgs","self_reference_max_shares",0.03506725654006,2.867039938792e-12
"388","num_videos","self_reference_max_shares",0.0782955959439278,0
"389","average_token_length","self_reference_max_shares",0.0384708866477013,1.82076576038526e-14
"390","num_keywords","self_reference_max_shares",0.0104738138616085,0.0370319472015956
"391","data_channel_is_lifestyle","self_reference_max_shares",-0.0129923308268189,0.00968423571493204
"392","data_channel_is_entertainment","self_reference_max_shares",-0.0158786904066801,0.00156865026594977
"393","data_channel_is_bus","self_reference_max_shares",0.00138765783049166,0.78232901347973
"394","data_channel_is_socmed","self_reference_max_shares",0.0329289138317108,5.45408163077354e-11
"395","data_channel_is_tech","self_reference_max_shares",0.0169425308704376,0.000742111298799308
"396","data_channel_is_world","self_reference_max_shares",-0.0512637086212635,0
"397","kw_min_min","self_reference_max_shares",-0.0415588766336441,0
"398","kw_max_min","self_reference_max_shares",0.0426349937915802,0
"399","kw_avg_min","self_reference_max_shares",0.0330435521900654,4.67843541684942e-11
