"","row","column","cor","p","selection","rcor","ccor"
"628","weekday_is_wednesday","weekday_is_saturday",-0.12339049577713,"0","weekday_is_saturday",-0.00380067201331258,0.015082249417901
"629","weekday_is_thursday","weekday_is_saturday",-0.121671572327614,"0","weekday_is_saturday",-0.00883324351161718,0.015082249417901
"630","weekday_is_friday","weekday_is_saturday",-0.105251975357533,"0","weekday_is_saturday",-0.00388434994965792,0.015082249417901
"661","weekday_is_monday","weekday_is_sunday",-0.122379213571548,"0","weekday_is_monday",0.00972643494606018,0.00822953879833221
"662","weekday_is_tuesday","weekday_is_sunday",-0.130350723862648,"0","weekday_is_sunday",-0.00794065184891224,0.00822953879833221
"663","weekday_is_wednesday","weekday_is_sunday",-0.130838304758072,"0","weekday_is_sunday",-0.00380067201331258,0.00822953879833221
"664","weekday_is_thursday","weekday_is_sunday",-0.129015624523163,"0","weekday_is_thursday",-0.00883324351161718,0.00822953879833221
"665","weekday_is_friday","weekday_is_sunday",-0.111604943871498,"0","weekday_is_sunday",-0.00388434994965792,0.00822953879833221
"697","weekday_is_monday","is_weekend",-0.174416869878769,"0","is_weekend",0.00972643494606018,0.0169581845402718
"698","weekday_is_tuesday","is_weekend",-0.185778006911278,"0","is_weekend",-0.00794065184891224,0.0169581845402718
"699","weekday_is_wednesday","is_weekend",-0.18647289276123,"0","is_weekend",-0.00380067201331258,0.0169581845402718
"700","weekday_is_thursday","is_weekend",-0.183875188231468,"0","is_weekend",-0.00883324351161718,0.0169581845402718
"701","weekday_is_friday","is_weekend",-0.159061208367348,"0","is_weekend",-0.00388434994965792,0.0169581845402718
"702","weekday_is_saturday","is_weekend",0.661707401275635,"0","is_weekend",0.015082249417901,0.0169581845402718
"703","weekday_is_sunday","is_weekend",0.701647818088531,"0","is_weekend",0.00822953879833221,0.0169581845402718
"712","num_imgs","LDA_00",-0.150439321994781,"0","num_imgs",0.0393875986337662,-0.00379306334070861
"715","num_keywords","LDA_00",-0.154895231127739,"0","num_keywords",0.0218182280659676,-0.00379306334070861
"717","data_channel_is_entertainment","LDA_00",-0.210171192884445,"0","data_channel_is_entertainment",-0.0170061979442835,-0.00379306334070861
"718","data_channel_is_bus","LDA_00",0.774650514125824,"0","data_channel_is_bus",-0.0123761659488082,-0.00379306334070861
"719","data_channel_is_socmed","LDA_00",0.195646166801453,"0","data_channel_is_socmed",0.00502121634781361,-0.00379306334070861
"720","data_channel_is_tech","LDA_00",-0.200415939092636,"0","data_channel_is_tech",-0.0132528748363256,-0.00379306334070861
"721","data_channel_is_world","LDA_00",-0.233284026384354,"0","data_channel_is_world",-0.0494973100721836,-0.00379306334070861
"727","kw_avg_max","LDA_00",0.11524198949337,"0","kw_avg_max",0.0446858443319798,-0.00379306334070861
"755","data_channel_is_entertainment","LDA_01",0.599383771419525,"0","data_channel_is_entertainment",-0.0170061979442835,-0.0101828733459115
"756","data_channel_is_bus","LDA_01",-0.12678487598896,"0","data_channel_is_bus",-0.0123761659488082,-0.0101828733459115
"758","data_channel_is_tech","LDA_01",-0.165020301938057,"0","data_channel_is_tech",-0.0132528748363256,-0.0101828733459115
"759","data_channel_is_world","LDA_01",-0.205844193696976,"0","data_channel_is_world",-0.0494973100721836,-0.0101828733459115
"780","LDA_00","LDA_01",-0.179342210292816,"0","LDA_01",-0.00379306334070861,-0.0101828733459115
"781","timedelta","LDA_02",-0.141712859272957,"0","LDA_02",0.00866228807717562,-0.0591627284884453
"793","data_channel_is_lifestyle","LDA_02",-0.116151727735996,"0","LDA_02",0.00583126721903682,-0.0591627284884453
"794","data_channel_is_entertainment","LDA_02",-0.20806410908699,"0","LDA_02",-0.0170061979442835,-0.0591627284884453
"795","data_channel_is_bus","LDA_02",-0.207916960120201,"0","LDA_02",-0.0123761659488082,-0.0591627284884453
"797","data_channel_is_tech","LDA_02",-0.179418534040451,"0","LDA_02",-0.0132528748363256,-0.0591627284884453
"798","data_channel_is_world","LDA_02",0.836618304252625,"0","LDA_02",-0.0494973100721836,-0.0591627284884453
"804","kw_avg_max","LDA_02",-0.119866952300072,"0","LDA_02",0.0446858443319798,-0.0591627284884453
"805","kw_min_avg","LDA_02",-0.125098243355751,"0","LDA_02",0.0395506955683231,-0.0591627284884453
"806","kw_max_avg","LDA_02",-0.101258873939514,"0","kw_max_avg",0.0643058642745018,-0.0591627284884453
"807","kw_avg_avg","LDA_02",-0.271668046712875,"0","kw_avg_avg",0.110412865877151,-0.0591627284884453
"819","LDA_00","LDA_02",-0.255554705858231,"0","LDA_02",-0.00379306334070861,-0.0591627284884453
"820","LDA_01","LDA_02",-0.23171991109848,"0","LDA_02",-0.0101828733459115,-0.0591627284884453
"823","n_tokens_content","LDA_03",-0.140140861272812,"0","LDA_03",0.00245898426510394,0.0837714895606041
"827","num_hrefs","LDA_03",0.123786233365536,"0","LDA_03",0.0454040095210075,0.0837714895606041
"829","num_imgs","LDA_03",0.208923801779747,"0","LDA_03",0.0393875986337662,0.0837714895606041
"830","num_videos","LDA_03",0.267673343420029,"0","LDA_03",0.0239360686391592,0.0837714895606041
"831","average_token_length","LDA_03",-0.181714400649071,"0","LDA_03",-0.0220072995871305,0.0837714895606041
"834","data_channel_is_entertainment","LDA_03",0.209070071578026,"0","LDA_03",-0.0170061979442835,0.0837714895606041
"835","data_channel_is_bus","LDA_03",-0.23117932677269,"0","LDA_03",-0.0123761659488082,0.0837714895606041
"837","data_channel_is_tech","LDA_03",-0.261583387851715,"0","LDA_03",-0.0132528748363256,0.0837714895606041
"838","data_channel_is_world","LDA_03",-0.266377210617065,"0","LDA_03",-0.0494973100721836,0.0837714895606041
"844","kw_avg_max","LDA_03",0.295962810516357,"0","LDA_03",0.0446858443319798,0.0837714895606041
"845","kw_min_avg","LDA_03",0.181154727935791,"0","LDA_03",0.0395506955683231,0.0837714895606041
"846","kw_max_avg","LDA_03",0.197377949953079,"0","LDA_03",0.0643058642745018,0.0837714895606041
"847","kw_avg_avg","LDA_03",0.436097234487534,"0","kw_avg_avg",0.110412865877151,0.0837714895606041
"859","LDA_00","LDA_03",-0.274588316679001,"0","LDA_03",-0.00379306334070861,0.0837714895606041
"860","LDA_01","LDA_03",-0.121659949421883,"0","LDA_03",-0.0101828733459115,0.0837714895606041
"861","LDA_02","LDA_03",-0.328642040491104,"0","LDA_03",-0.0591627284884453,0.0837714895606041
"869","num_self_hrefs","LDA_04",0.135440915822983,"0","LDA_04",-0.00190040341112763,-0.0166219379752874
"871","num_videos","LDA_04",-0.12742854654789,"0","num_videos",0.0239360686391592,-0.0166219379752874
"873","num_keywords","LDA_04",0.184253722429276,"0","num_keywords",0.0218182280659676,-0.0166219379752874
"874","data_channel_is_lifestyle","LDA_04",0.245651602745056,"0","LDA_04",0.00583126721903682,-0.0166219379752874
"875","data_channel_is_entertainment","LDA_04",-0.27485927939415,"0","data_channel_is_entertainment",-0.0170061979442835,-0.0166219379752874
"876","data_channel_is_bus","LDA_04",-0.16924287378788,"0","LDA_04",-0.0123761659488082,-0.0166219379752874
"878","data_channel_is_tech","LDA_04",0.749737143516541,"0","LDA_04",-0.0132528748363256,-0.0166219379752874
"879","data_channel_is_world","LDA_04",-0.175768554210663,"0","data_channel_is_world",-0.0494973100721836,-0.0166219379752874
"885","kw_avg_max","LDA_04",-0.229507371783257,"0","kw_avg_max",0.0446858443319798,-0.0166219379752874
"888","kw_avg_avg","LDA_04",-0.153512686491013,"0","kw_avg_avg",0.110412865877151,-0.0166219379752874
"900","LDA_00","LDA_04",-0.243425890803337,"0","LDA_04",-0.00379306334070861,-0.0166219379752874
"901","LDA_01","LDA_04",-0.246338739991188,"0","LDA_04",-0.0101828733459115,-0.0166219379752874
"902","LDA_02","LDA_04",-0.231682628393173,"0","LDA_02",-0.0591627284884453,-0.0166219379752874
"903","LDA_03","LDA_04",-0.357930064201355,"0","LDA_03",0.0837714895606041,-0.0166219379752874
"904","timedelta","global_subjectivity",0.133836999535561,"0","global_subjectivity",0.00866228807717562,0.0316040627658367
"906","n_tokens_content","global_subjectivity",0.127879396080971,"0","global_subjectivity",0.00245898426510394,0.0316040627658367
"910","num_hrefs","global_subjectivity",0.203463986515999,"0","num_hrefs",0.0454040095210075,0.0316040627658367
"911","num_self_hrefs","global_subjectivity",0.11528492718935,"0","global_subjectivity",-0.00190040341112763,0.0316040627658367
"914","average_token_length","global_subjectivity",0.597628712654114,"0","global_subjectivity",-0.0220072995871305,0.0316040627658367
"921","data_channel_is_world","global_subjectivity",-0.179194495081902,"0","data_channel_is_world",-0.0494973100721836,0.0316040627658367
"944","LDA_02","global_subjectivity",-0.178581893444061,"0","LDA_02",-0.0591627284884453,0.0316040627658367
"947","timedelta","global_sentiment_polarity",0.158646300435066,"0","timedelta",0.00866228807717562,0.00416292902082205
"957","average_token_length","global_sentiment_polarity",0.178537115454674,"0","average_token_length",-0.0220072995871305,0.00416292902082205
"963","data_channel_is_tech","global_sentiment_polarity",0.130174204707146,"0","data_channel_is_tech",-0.0132528748363256,0.00416292902082205
"964","data_channel_is_world","global_sentiment_polarity",-0.229193538427353,"0","data_channel_is_world",-0.0494973100721836,0.00416292902082205
"985","LDA_00","global_sentiment_polarity",0.107099257409573,"0","global_sentiment_polarity",-0.00379306334070861,0.00416292902082205
"987","LDA_02","global_sentiment_polarity",-0.218712970614433,"0","LDA_02",-0.0591627284884453,0.00416292902082205
"989","LDA_04","global_sentiment_polarity",0.137367755174637,"0","LDA_04",-0.0166219379752874,0.00416292902082205
"990","global_subjectivity","global_sentiment_polarity",0.339436262845993,"0","global_subjectivity",0.0316040627658367,0.00416292902082205
"991","timedelta","global_rate_positive_words",0.207603961229324,"0","timedelta",0.00866228807717562,0.000543234404176474
"993","n_tokens_content","global_rate_positive_words",0.133979201316833,"0","n_tokens_content",0.00245898426510394,0.000543234404176474
"998","num_self_hrefs","global_rate_positive_words",0.121140286326408,"0","num_self_hrefs",-0.00190040341112763,0.000543234404176474
"1001","average_token_length","global_rate_positive_words",0.322929173707962,"0","average_token_length",-0.0220072995871305,0.000543234404176474
"1006","data_channel_is_socmed","global_rate_positive_words",0.101027727127075,"0","data_channel_is_socmed",0.00502121634781361,0.000543234404176474
"1008","data_channel_is_world","global_rate_positive_words",-0.247227340936661,"0","data_channel_is_world",-0.0494973100721836,0.000543234404176474
"1013","kw_max_max","global_rate_positive_words",-0.107378296554089,"0","kw_max_max",0.0078625688329339,0.000543234404176474
"1014","kw_avg_max","global_rate_positive_words",-0.110572703182697,"0","kw_avg_max",0.0446858443319798,0.000543234404176474
"1029","LDA_00","global_rate_positive_words",0.146931573748589,"0","LDA_00",-0.00379306334070861,0.000543234404176474
"1031","LDA_02","global_rate_positive_words",-0.229627355933189,"0","LDA_02",-0.0591627284884453,0.000543234404176474
"1034","global_subjectivity","global_rate_positive_words",0.467063188552856,"0","global_subjectivity",0.0316040627658367,0.000543234404176474
"1035","global_sentiment_polarity","global_rate_positive_words",0.570666909217834,"0","global_sentiment_polarity",0.00416292902082205,0.000543234404176474
"1038","n_tokens_content","global_rate_negative_words",0.125013262033463,"0","global_rate_negative_words",0.00245898426510394,0.00661517307162285
"1045","num_videos","global_rate_negative_words",0.179166913032532,"0","num_videos",0.0239360686391592,0.00661517307162285
"1046","average_token_length","global_rate_negative_words",0.228655472397804,"0","average_token_length",-0.0220072995871305,0.00661517307162285
"1049","data_channel_is_entertainment","global_rate_negative_words",0.104972936213017,"0","data_channel_is_entertainment",-0.0170061979442835,0.00661517307162285
"1079","global_subjectivity","global_rate_negative_words",0.253181427717209,"0","global_subjectivity",0.0316040627658367,0.00661517307162285
"1080","global_sentiment_polarity","global_rate_negative_words",-0.471982330083847,"0","global_rate_negative_words",0.00416292902082205,0.00661517307162285
"1081","global_rate_positive_words","global_rate_negative_words",0.106538377702236,"0","global_rate_negative_words",0.000543234404176474,0.00661517307162285
"1082","timedelta","rate_positive_words",0.198654502630234,"0","rate_positive_words",0.00866228807717562,-0.0132413040846586
"1088","num_hrefs","rate_positive_words",0.101662836968899,"0","num_hrefs",0.0454040095210075,-0.0132413040846586
"1089","num_self_hrefs","rate_positive_words",0.142087712883949,"0","rate_positive_words",-0.00190040341112763,-0.0132413040846586
"1092","average_token_length","rate_positive_words",0.578894019126892,"0","average_token_length",-0.0220072995871305,-0.0132413040846586
"1096","data_channel_is_bus","rate_positive_words",0.126455724239349,"0","rate_positive_words",-0.0123761659488082,-0.0132413040846586
"1098","data_channel_is_tech","rate_positive_words",0.161502778530121,"0","data_channel_is_tech",-0.0132528748363256,-0.0132413040846586
"1099","data_channel_is_world","rate_positive_words",-0.160559684038162,"0","data_channel_is_world",-0.0494973100721836,-0.0132413040846586
"1105","kw_avg_max","rate_positive_words",-0.152927100658417,"0","kw_avg_max",0.0446858443319798,-0.0132413040846586
"1108","kw_avg_avg","rate_positive_words",-0.100842706859112,"0","kw_avg_avg",0.110412865877151,-0.0132413040846586
"1120","LDA_00","rate_positive_words",0.161733493208885,"0","rate_positive_words",-0.00379306334070861,-0.0132413040846586
"1122","LDA_02","rate_positive_words",-0.139792159199715,"0","LDA_02",-0.0591627284884453,-0.0132413040846586
"1123","LDA_03","rate_positive_words",-0.169001311063766,"0","LDA_03",0.0837714895606041,-0.0132413040846586
"1124","LDA_04","rate_positive_words",0.172580197453499,"0","LDA_04",-0.0166219379752874,-0.0132413040846586
"1125","global_subjectivity","rate_positive_words",0.487481445074081,"0","global_subjectivity",0.0316040627658367,-0.0132413040846586
"1126","global_sentiment_polarity","rate_positive_words",0.727827370166779,"0","rate_positive_words",0.00416292902082205,-0.0132413040846586
"1127","global_rate_positive_words","rate_positive_words",0.628626108169556,"0","rate_positive_words",0.000543234404176474,-0.0132413040846586
"1128","global_rate_negative_words","rate_positive_words",-0.398689091205597,"0","rate_positive_words",0.00661517307162285,-0.0132413040846586
"1131","n_tokens_content","rate_negative_words",0.101052507758141,"0","rate_negative_words",0.00245898426510394,-0.0051831379532814
"1139","average_token_length","rate_negative_words",0.322504758834839,"0","average_token_length",-0.0220072995871305,-0.0051831379532814
"1145","data_channel_is_tech","rate_negative_words",-0.114082358777523,"0","data_channel_is_tech",-0.0132528748363256,-0.0051831379532814
"1146","data_channel_is_world","rate_negative_words",0.192847713828087,"0","data_channel_is_world",-0.0494973100721836,-0.0051831379532814
"1167","LDA_00","rate_negative_words",-0.113681986927986,"0","rate_negative_words",-0.00379306334070861,-0.0051831379532814
"1169","LDA_02","rate_negative_words",0.189376309514046,"0","LDA_02",-0.0591627284884453,-0.0051831379532814
"1171","LDA_04","rate_negative_words",-0.109480433166027,"0","LDA_04",-0.0166219379752874,-0.0051831379532814
"1172","global_subjectivity","rate_negative_words",0.13294018805027,"0","global_subjectivity",0.0316040627658367,-0.0051831379532814
"1173","global_sentiment_polarity","rate_negative_words",-0.650717377662659,"0","rate_negative_words",0.00416292902082205,-0.0051831379532814
